state_code,state_name_english,state_census2011_code,district_code,district_name_english,district_census2011_code,subdistrict_code,subdistrict_name_english,subdistrict_census2011_code,state_or_ut
23,Madhya Pradesh,23.0,420,Panna,426.0,3442,Raipura,3442.0,S
21,Odisha,21.0,365,Mayurbhanj,376.0,2865,Rairangpur,2865.0,S
6,Haryana,6.0,75,Sonipat,76.0,6473,Rai St,0.0,S
28,Andhra Pradesh,28.0,521,Vizianagaram,543.0,4796,Rajam,4796.0,S
8,Rajasthan,8.0,87,Alwar,104.0,502,Rajgarh,502.0,S
1,Jammu And Kashmir,1.0,621,Ramban,17.0,6762,Rajgarh,0.0,U
23,Madhya Pradesh,23.0,422,Rajgarh,442.0,3565,Rajgarh,3565.0,S
2,Himachal Pradesh,2.0,24,Sirmaur,32.0,167,Rajgarh,167.0,S
10,Bihar,10.0,209,Nalanda,229.0,1394,Rajgir,1394.0,S
22,Chhattisgarh,22.0,645,Gariyaband,0.0,3333,Rajim,3333.0,S
24,Gujarat,24.0,457,Rajkot,476.0,6523,Rajkot West,0.0,S
36,Telangana,0.0,695,Jogulamba Gadwal,0.0,6296,Rajoli,0.0,S
23,Madhya Pradesh,23.0,393,Barwani,441.0,3558,Rajpur,3558.0,S
1,Jammu And Kashmir,1.0,624,Samba,22.0,6719,Rajpura,0.0,U
8,Rajasthan,8.0,112,Rajsamand,123.0,643,Rajsamand,643.0,S
27,Maharashtra,27.0,473,Chandrapur,509.0,4077,Rajura,4077.0,S
2,Himachal Pradesh,2.0,18,Kangra,24.0,106,Rakkar,106.0,S
27,Maharashtra,27.0,500,Yavatmal,510.0,4091,Ralegaon,4091.0,S
23,Madhya Pradesh,23.0,412,Jhabua,464.0,7004,Rama,0.0,S
36,Telangana,0.0,508,Karimnagar,534.0,4423,Ramadugu,4423.0,S
36,Telangana,0.0,682,Peddapalli,0.0,4399,Ramagundam,4399.0,S
22,Chhattisgarh,22.0,649,Balrampur-Ramanujganj,0.0,7238,Ramchandrapur,0.0,S
8,Rajasthan,8.0,87,Alwar,104.0,498,Ramgarh,498.0,S
9,Uttar Pradesh,9.0,129,Bara Banki,176.0,900,Ramsanehighat,900.0,S
1,Jammu And Kashmir,1.0,621,Ramban,17.0,7201,Ramsoo,0.0,U
23,Madhya Pradesh,23.0,412,Jhabua,464.0,3710,Ranapur,3710.0,S
18,Assam,18.0,287,Goalpara,302.0,2017,Rangjuli,2017.0,S
10,Bihar,10.0,192,Bhagalpur,224.0,1333,Rangra Chowk,1333.0,S
21,Odisha,21.0,365,Mayurbhanj,376.0,2879,Rasagobindapur,2879.0,S
33,Tamil Nadu,33.0,580,Namakkal,609.0,5746,Rasipuram,5746.0,S
8,Rajasthan,8.0,96,Churu,102.0,485,Ratangarh,485.0,S
6,Haryana,6.0,61,Fatehabad,78.0,386,Ratia,386.0,S
23,Madhya Pradesh,23.0,423,Ratlam,434.0,3507,Ratlam,3507.0,S
10,Bihar,10.0,199,Jehanabad,239.0,1535,Ratni Faridpur,1535.0,S
20,Jharkhand,20.0,339,Ranchi,364.0,2691,Ratu,2691.0,S
23,Madhya Pradesh,23.0,410,Indore,439.0,7016,Rau,0.0,S
21,Odisha,21.0,373,Sundargarh,374.0,2833,Raurkela (Its)P.S.,2833.0,S
11,Sikkim,11.0,227,Namchi,243.0,1552,Ravangla,1552.0,S
8,Rajasthan,8.0,95,Chittorgarh,126.0,658,Rawatbhata,658.0,S
8,Rajasthan,8.0,101,Hanumangarh,100.0,470,Rawatsar,470.0,S
10,Bihar,10.0,213,Purbi Champaran,204.0,1031,Raxaul,1031.0,S
21,Odisha,21.0,370,Rayagada,396.0,3181,Rayagada,3181.0,S
21,Odisha,21.0,351,Deogarh,373.0,2803,Reamal,2803.0,S
1,Jammu And Kashmir,1.0,627,Reasi,20.0,77,Reasi,77.0,U
8,Rajasthan,8.0,114,Sikar,111.0,7226,Reengus,0.0,S
23,Madhya Pradesh,23.0,425,Sagar,427.0,3451,Rehli,3451.0,S
23,Madhya Pradesh,23.0,427,Sehore,445.0,3589,Rehti,3589.0,S
21,Odisha,21.0,371,Sambalpur,372.0,2785,Rengali,2785.0,S
36,Telangana,0.0,516,Nizamabad,533.0,4357,Renjal,4357.0,S
2,Himachal Pradesh,2.0,24,Sirmaur,32.0,170,Renuka,170.0,S
12,Arunachal Pradesh,12.0,229,Changlang,253.0,6577,Renuk Circle,0.0,S
28,Andhra Pradesh,28.0,750,Bapatla,0.0,5096,Repalle,5096.0,S
2,Himachal Pradesh,2.0,18,Kangra,24.0,7287,Rey,0.0,S
5,Uttarakhand,5.0,49,Dehradun,60.0,305,Rishikesh,305.0,S
8,Rajasthan,8.0,111,Pali,118.0,600,Rohat,600.0,S
28,Andhra Pradesh,28.0,744,Anakapalli,0.0,4855,Rolugunta,4855.0,S
28,Andhra Pradesh,28.0,751,Palnadu,0.0,5066,Rompicharla,5066.0,S
28,Andhra Pradesh,28.0,503,Chittoor,554.0,5373,Rompicherla,5373.0,S
8,Rajasthan,8.0,86,Ajmer,119.0,6657,Roopangarh,0.0,S
28,Andhra Pradesh,28.0,746,Kakinada,0.0,4891,Rowthulapudi,4891.0,S
9,Uttar Pradesh,9.0,140,Ayodhya,177.0,902,Rudauli,902.0,S
21,Odisha,21.0,346,Baleshwar,377.0,2896,Rupsa,2896.0,S
24,Gujarat,24.0,438,Ahmedabad,474.0,3781,Sabarmati,3781.0,S
10,Bihar,10.0,192,Bhagalpur,224.0,1338,Sabour,1338.0,S
16,Tripura,16.0,272,West Tripura,289.0,6696,Sadar,0.0,S
21,Odisha,21.0,371,Sambalpur,372.0,2791,Sadar,2791.0,S
8,Rajasthan,8.0,100,Ganganagar,99.0,459,Sadulshahar,459.0,S
6,Haryana,6.0,65,Jind,77.0,385,Safidon,385.0,S
12,Arunachal Pradesh,12.0,237,Papum Pare,248.0,1601,Sagalee Adc,1601.0,S
23,Madhya Pradesh,23.0,425,Sagar,427.0,7030,Sagar Nagar,0.0,S
22,Chhattisgarh,22.0,382,Kabeerdham,407.0,3300,Sahaspur Lohara,3300.0,S
20,Jharkhand,20.0,340,Sahebganj,352.0,2564,Sahibganj,2564.0,S
36,Telangana,0.0,507,Hyderabad,536.0,4511,Saidabad,4511.0,S
14,Manipur,14.0,254,Churachandpur,274.0,6501,Saikot,0.0,S
21,Odisha,21.0,361,Kendujhar,375.0,2857,Sainkul,2857.0,S
8,Rajasthan,8.0,97,Dausa,109.0,7136,Sainthal,0.0,S
27,Maharashtra,27.0,476,Gondia,507.0,4048,Salekasa,4048.0,S
8,Rajasthan,8.0,777,Salumbar,,692,Salumbar,692.0,S
21,Odisha,21.0,344,Anugul,384.0,3005,Samal Barrage,3005.0,S
24,Gujarat,24.0,455,Patan,470.0,3749,Sami,3749.0,S
10,Bihar,10.0,212,Patna,230.0,1401,Sampatchak,1401.0,S
19,West Bengal,19.0,319,Murshidabad,333.0,2224,Samserganj,2224.0,S
24,Gujarat,24.0,438,Ahmedabad,474.0,3780,Sanand,3780.0,S
10,Bihar,10.0,193,Bhojpur,231.0,1425,Sandesh,1425.0,S
14,Manipur,14.0,254,Churachandpur,274.0,6503,Sangaikot,0.0,S
36,Telangana,0.0,691,Sangareddy,0.0,4492,Sangareddy,4492.0,S
8,Rajasthan,8.0,101,Hanumangarh,100.0,466,Sangaria,466.0,S
10,Bihar,10.0,213,Purbi Champaran,204.0,1046,Sangrampur,1046.0,S
10,Bihar,10.0,207,Munger,226.0,1364,Sangrampur,1364.0,S
24,Gujarat,24.0,445,Dahod,485.0,6204,Sanjeli,0.0,S
28,Andhra Pradesh,28.0,746,Kakinada,0.0,4892,Sankhavaram,4892.0,S
19,West Bengal,19.0,313,Howrah,341.0,2404,Sankrail,2404.0,S
24,Gujarat,24.0,455,Patan,470.0,3744,Santalpur,3744.0,S
28,Andhra Pradesh,28.0,750,Bapatla,0.0,5104,Santhamaguluru,5104.0,S
28,Andhra Pradesh,28.0,503,Chittoor,554.0,5425,Santhipuram,5425.0,S
16,Tripura,16.0,271,South Tripura,290.0,6683,Santirbazar,0.0,S
2,Himachal Pradesh,2.0,23,Shimla,33.0,6959,Sarahan,0.0,S
22,Chhattisgarh,22.0,385,Mahasamund,411.0,3340,Saraipali,3340.0,S
24,Gujarat,24.0,455,Patan,470.0,6196,Saraswati,0.0,S
6,Haryana,6.0,76,Yamunanagar,71.0,6476,Saraswati Nagar St,0.0,S
7,Delhi,7.0,82,North West,90.0,431,Saraswati Vihar,431.0,U
20,Jharkhand,20.0,324,Deoghar,350.0,2553,Sarath,2553.0,S
28,Andhra Pradesh,28.0,519,Srikakulam,542.0,4788,Saravakota,4788.0,S
9,Uttar Pradesh,9.0,169,Meerut,138.0,732,Sardhana,732.0,S
3,Punjab,3.0,37,Mansa,47.0,247,Sardulgarh,247.0,S
9,Uttar Pradesh,9.0,162,Lucknow,157.0,6094,Sarojani Nagar,0.0,S
22,Chhattisgarh,22.0,381,Uttar Bastar Kanker,413.0,7325,Sarona,0.0,S
36,Telangana,0.0,518,Ranga Reddy,537.0,4526,Saroornagar,4526.0,S
20,Jharkhand,20.0,324,Deoghar,350.0,2547,Sarwan,2547.0,S
8,Rajasthan,8.0,781,Kekri,,613,Sarwar,613.0,S
28,Andhra Pradesh,28.0,751,Palnadu,0.0,5058,Sattenapalli,5058.0,S
23,Madhya Pradesh,23.0,785,Pandhurna,,3656,Sausar,3656.0,S
27,Maharashtra,27.0,484,Nagpur,505.0,4026,Savner,4026.0,S
24,Gujarat,24.0,460,Surendranagar,475.0,3795,Sayla,3795.0,S
28,Andhra Pradesh,28.0,505,East Godavari,545.0,4896,Seethanagaram,4896.0,S
28,Andhra Pradesh,28.0,515,Sri Potti Sriramulu Nellore,550.0,5153,Seetharamapuram,5153.0,S
27,Maharashtra,27.0,498,Wardha,504.0,4018,Seloo,4018.0,S
21,Odisha,21.0,354,Ganjam,388.0,3092,Seragad,3092.0,S
19,West Bengal,19.0,312,Hooghly,338.0,2350,Serampur Uttarpara,2350.0,S
21,Odisha,21.0,353,Gajapati,389.0,3103,Serango,3103.0,S
21,Odisha,21.0,370,Rayagada,396.0,3182,Seskhal,3182.0,S
9,Uttar Pradesh,9.0,176,Rampur,136.0,727,Shahabad,727.0,S
6,Haryana,6.0,68,Kurukshetra,72.0,364,Shahbad,364.0,S
2,Himachal Pradesh,2.0,18,Kangra,24.0,98,Shahpur,98.0,S
23,Madhya Pradesh,23.0,404,Dindori,453.0,3639,Shahpura,3639.0,S
23,Madhya Pradesh,23.0,411,Jabalpur,451.0,3630,Shahpura,3630.0,S
8,Rajasthan,8.0,780,Shahpura,,629,Shahpura,629.0,S
8,Rajasthan,8.0,783,Jaipur (Gramin),,540,Shahpura,540.0,S
23,Madhya Pradesh,23.0,430,Shajapur,436.0,3519,Shajapur,3519.0,S
36,Telangana,0.0,514,Nalgonda,539.0,4624,Shaligouraram,4624.0,S
13,Nagaland,13.0,765,Shamator,0.0,1825,Shamator,1825.0,S
36,Telangana,0.0,513,Medak,535.0,4454,Shankarampet (A),4454.0,S
36,Telangana,0.0,508,Karimnagar,534.0,4441,Shankarapatnam,4441.0,S
22,Chhattisgarh,22.0,649,Balrampur-Ramanujganj,0.0,3241,Shankargarh,3241.0,S
24,Gujarat,24.0,455,Patan,470.0,6197,Shankheshvar,0.0,S
21,Odisha,21.0,365,Mayurbhanj,376.0,2886,Sharata,2886.0,S
36,Telangana,0.0,686,Hanumakonda,0.0,4691,Shayampet,4691.0,S
17,Meghalaya,17.0,274,East Khasi Hills,298.0,1994,Shella Bholaganj,1994.0,S
10,Bihar,10.0,220,Sheohar,205.0,1060,Sheohar,1060.0,S
10,Bihar,10.0,215,Rohtas,234.0,1470,Sheosagar,1470.0,S
10,Bihar,10.0,196,Gaya,236.0,1503,Sherghati,1503.0,S
27,Maharashtra,27.0,466,Ahmednagar,522.0,4207,Shevgaon,4207.0,S
29,Karnataka,29.0,540,Haveri,564.0,5489,Shiggaon,5489.0,S
20,Jharkhand,20.0,326,Dumka,362.0,2671,Shikaripara,2671.0,S
9,Uttar Pradesh,9.0,143,Firozabad,147.0,774,Shikohabad,774.0,S
27,Maharashtra,27.0,490,Pune,521.0,4189,Shirur,4189.0,S
10,Bihar,10.0,217,Samastipur,221.0,1286,Shivaji Nagar,1286.0,S
36,Telangana,0.0,513,Medak,535.0,4487,Shivampet,4487.0,S
1,Jammu And Kashmir,1.0,625,Shopian,13.0,52,Shopian,52.0,U
29,Karnataka,29.0,635,Yadgir,580.0,5587,Shorapur,5587.0,S
27,Maharashtra,27.0,466,Ahmednagar,522.0,4212,Shrigonda,4212.0,S
12,Arunachal Pradesh,12.0,719,Lower Siang,0.0,6573,Sibe Circle,0.0,S
24,Gujarat,24.0,455,Patan,470.0,3746,Sidhpur,3746.0,S
29,Karnataka,29.0,630,Chikkaballapura,582.0,5599,Sidlaghatta,5599.0,S
23,Madhya Pradesh,23.0,433,Sidhi,462.0,3700,Sihawal,3700.0,S
20,Jharkhand,20.0,339,Ranchi,364.0,2688,Silli,2688.0,S
20,Jharkhand,20.0,342,Simdega,367.0,2718,Simdega,2718.0,S
27,Maharashtra,27.0,473,Chandrapur,509.0,4069,Sindewahi,4069.0,S
21,Odisha,21.0,345,Balangir,393.0,3151,Sindhekela,3151.0,S
29,Karnataka,29.0,546,Raichur,559.0,5463,Sindhnur,5463.0,S
12,Arunachal Pradesh,12.0,240,Upper Siang,252.0,1662,Singa Circle,1662.0,S
12,Arunachal Pradesh,12.0,242,West Kameng,246.0,1573,Singchung Adc,1573.0,S
10,Bihar,10.0,205,Madhepura,213.0,1159,Singheshwar,1159.0,S
10,Bihar,10.0,195,Darbhanga,215.0,1182,Singhwara,1182.0,S
23,Madhya Pradesh,23.0,638,Singrauli,463.0,3705,Singrauli,3705.0,S
1,Jammu And Kashmir,1.0,12,Rajouri,6.0,6777,Siot,0.0,U
18,Assam,18.0,283,Darrang,325.0,2147,Sipajhar,2147.0,S
23,Madhya Pradesh,23.0,408,Harda,448.0,3607,Sirali,3607.0,S
8,Rajasthan,8.0,115,Sirohi,117.0,593,Sirohi,593.0,S
36,Telangana,0.0,699,Kumuram Bheem Asifabad,0.0,4315,Sirpur (T),4315.0,S
6,Haryana,6.0,74,Sirsa,79.0,390,Sirsa,390.0,S
29,Karnataka,29.0,550,Uttara Kannada,563.0,5483,Sirsi,5483.0,S
8,Rajasthan,8.0,775,Balotra,,580,Siwana,580.0,S
6,Haryana,6.0,66,Kaithal,73.0,6449,Siwan St,0.0,S
36,Telangana,0.0,680,Nirmal,0.0,6209,Soan,0.0,S
9,Uttar Pradesh,9.0,140,Ayodhya,177.0,904,Sohawal,904.0,S
5,Uttarakhand,5.0,45,Almora,64.0,331,Someshwar,331.0,S
18,Assam,18.0,282,Cachar,316.0,2099,Sonai,2099.0,S
1,Jammu And Kashmir,1.0,623,Bandipora,9.0,42,Sonawari,42.0,U
23,Madhya Pradesh,23.0,639,Alirajpur,465.0,6981,Sondawa,0.0,S
10,Bihar,10.0,218,Saran,219.0,1267,Sonepur,1267.0,S
22,Chhattisgarh,22.0,384,Korea,400.0,3233,Sonhat,3233.0,S
10,Bihar,10.0,192,Bhagalpur,224.0,1344,Sonhaula,1344.0,S
23,Madhya Pradesh,23.0,402,Dewas,437.0,3525,Sonkatch,3525.0,S
10,Bihar,10.0,198,Jamui,238.0,1533,Sono,1533.0,S
13,Nagaland,13.0,765,Shamator,0.0,1820,Sotokur,1820.0,S
18,Assam,18.0,707,South Salmara Mancachar,0.0,2011,South Salmara,2011.0,S
28,Andhra Pradesh,28.0,744,Anakapalli,0.0,4882,S.Rayavaram,4882.0,S
28,Andhra Pradesh,28.0,519,Srikakulam,542.0,4802,Srikakulam,4802.0,S
28,Andhra Pradesh,28.0,752,Tirupati,0.0,5378,Srikalahasti,5378.0,S
1,Jammu And Kashmir,1.0,13,Srinagar,10.0,6805,Srinagar Central,0.0,U
29,Karnataka,29.0,532,Chikkamagaluru,570.0,5525,Sringeri,5525.0,S
29,Karnataka,29.0,542,Kolar,581.0,5590,Srinivaspur,5590.0,S
33,Tamil Nadu,33.0,574,Kancheepuram,604.0,5702,Sriperumbudur,5702.0,S
28,Andhra Pradesh,28.0,503,Chittoor,554.0,5419,Srirangarajapuram,5419.0,S
28,Andhra Pradesh,28.0,755,Nandyal,0.0,6538,Srisailam,0.0,S
18,Assam,18.0,295,Lakhimpur,307.0,2054,Subansiri (Pt-I),2054.0,S
21,Odisha,21.0,356,Jajapur,382.0,2969,Sukinda,2969.0,S
3,Punjab,3.0,35,Kapurthala,36.0,207,Sultanpur Lodhi,207.0,S
32,Kerala,32.0,567,Wayanad,590.0,5636,Sulthanbathery,5636.0,S
1,Jammu And Kashmir,1.0,12,Rajouri,6.0,26,Sundarbani,26.0,U
12,Arunachal Pradesh,12.0,234,Lohit,259.0,1728,Sunpura Circle,1728.0,S
10,Bihar,10.0,221,Sitamarhi,206.0,1064,Suppi,1064.0,S
1,Jammu And Kashmir,1.0,10,Poonch,5.0,19,Surankote,19.0,U
19,West Bengal,19.0,307,Birbhum,334.0,2259,Suri - I,2259.0,S
20,Jharkhand,20.0,329,Giridih,349.0,2542,Suriya,2542.0,S
19,West Bengal,19.0,319,Murshidabad,333.0,2225,Suti - I,2225.0,S
23,Madhya Pradesh,23.0,416,Mandsaur,433.0,3499,Suwasara,3499.0,S
19,West Bengal,19.0,303,North 24 Parganas,337.0,2319,Swarupnagar,2319.0,S
28,Andhra Pradesh,28.0,515,Sri Potti Sriramulu Nellore,550.0,5185,Sydapuram,5185.0,S
28,Andhra Pradesh,28.0,752,Tirupati,0.0,5198,Tada,5198.0,S
28,Andhra Pradesh,28.0,754,Sri Sathya Sai,0.0,5338,Tadimarri,5338.0,S
36,Telangana,0.0,685,Kamareddy,0.0,4389,Tadwai,4389.0,S
9,Uttar Pradesh,9.0,153,Jhansi,166.0,858,Tahrauli,858.0,S
12,Arunachal Pradesh,12.0,241,Upper Subansiri,249.0,6549,Taksing Circle,0.0,S
21,Odisha,21.0,373,Sundargarh,374.0,2811,Talasara,2811.0,S
12,Arunachal Pradesh,12.0,241,Upper Subansiri,249.0,1611,Taliha Adc,1611.0,S
20,Jharkhand,20.0,339,Ranchi,364.0,2699,Tamar I,2699.0,S
14,Manipur,14.0,258,Tamenglong,273.0,1865,Tamenglong North,1865.0,S
22,Chhattisgarh,22.0,386,Raigarh,403.0,3266,Tamnar,3266.0,S
36,Telangana,0.0,684,Mancherial,0.0,4332,Tandur,4332.0,S
1,Jammu And Kashmir,1.0,3,Baramulla,8.0,39,Tangmarg,39.0,U
3,Punjab,3.0,605,Barnala,54.0,276,Tapa,276.0,S
9,Uttar Pradesh,9.0,147,Gonda,183.0,930,Tarabganj,930.0,S
10,Bihar,10.0,207,Munger,226.0,1362,Tarapur,1362.0,S
10,Bihar,10.0,195,Darbhanga,215.0,1186,Tardih,1186.0,S
28,Andhra Pradesh,28.0,517,Prakasam,549.0,5118,Tarlupadu,5118.0,S
20,Jharkhand,20.0,332,Hazaribagh,360.0,2648,Tati Jhariya,2648.0,S
5,Uttarakhand,5.0,53,Pithoragarh,62.0,6357,Tejam,0.0,S
36,Telangana,0.0,690,Bhadradri Kothagudem,0.0,4739,Tekulapalli,4739.0,S
36,Telangana,0.0,687,Jayashankar Bhupalapally,0.0,6248,Tekumatla,0.0,S
16,Tripura,16.0,652,Khowai,0.0,6698,Teliamura,0.0,S
21,Odisha,21.0,361,Kendujhar,375.0,2848,Telkoi,2848.0,S
23,Madhya Pradesh,23.0,418,Narsimhapur,452.0,3638,Tendukheda,3638.0,S
14,Manipur,14.0,716,Tengnoupal,0.0,1893,Tengnoupal,1893.0,S
21,Odisha,21.0,366,Nabarangpur,397.0,3197,Tentulikhunti,3197.0,S
29,Karnataka,29.0,524,Bagalkote,556.0,7398,Terdal,0.0,S
20,Jharkhand,20.0,330,Godda,351.0,2556,Thakurgangti,2556.0,S
36,Telangana,0.0,518,Ranga Reddy,537.0,4562,Thalakondapally,4562.0,S
28,Andhra Pradesh,28.0,517,Prakasam,549.0,5121,Thallur,5121.0,S
28,Andhra Pradesh,28.0,753,Annamayya,0.0,5368,Thamballapalle,5368.0,S
27,Maharashtra,27.0,497,Thane,517.0,4165,Thane,4165.0,S
33,Tamil Nadu,33.0,735,Mayiladuthurai,0.0,5798,Tharangambadi,5798.0,S
21,Odisha,21.0,371,Sambalpur,372.0,2784,Thelkoloi,2784.0,S
36,Telangana,0.0,514,Nalgonda,539.0,4645,Thipparthy,4645.0,S
33,Tamil Nadu,33.0,590,Thiruvarur,619.0,5809,Thiruthuraipoondi,5809.0,S
33,Tamil Nadu,33.0,590,Thiruvarur,619.0,5806,Thiruvarur,5806.0,S
33,Tamil Nadu,33.0,575,Kanniyakumari,629.0,6672,Thiruvattar,0.0,S
13,Nagaland,13.0,736,Noklak,0.0,1829,Thonoknyu,1829.0,S
33,Tamil Nadu,33.0,591,Tiruchirappalli,614.0,5773,Thottiyam,5773.0,S
33,Tamil Nadu,33.0,575,Kanniyakumari,629.0,5883,Thovala,5883.0,S
2,Himachal Pradesh,2.0,22,Mandi,27.0,136,Thunag,136.0,S
8,Rajasthan,8.0,101,Hanumangarh,100.0,467,Tibi,467.0,S
6,Haryana,6.0,60,Faridabad,88.0,6434,Tigaon St,0.0,S
8,Rajasthan,8.0,770,Khairthal-Tijara,,496,Tijara,496.0,S
21,Odisha,21.0,373,Sundargarh,374.0,2829,Tikaetpali,2829.0,S
23,Madhya Pradesh,23.0,434,Tikamgarh,424.0,3423,Tikamgarh,3423.0,S
21,Odisha,21.0,370,Rayagada,396.0,3179,Tikiri,3179.0,S
2,Himachal Pradesh,2.0,22,Mandi,27.0,6948,Tikken,0.0,S
24,Gujarat,24.0,452,Narmada,487.0,3909,Tilakwada,3909.0,S
9,Uttar Pradesh,9.0,180,Shahjahanpur,152.0,794,Tilhar,794.0,S
9,Uttar Pradesh,9.0,640,Amethi,0.0,824,Tiloi,824.0,S
33,Tamil Nadu,33.0,596,Viluppuram,607.0,5729,Tindivanam,5729.0,S
21,Odisha,21.0,365,Mayurbhanj,376.0,2858,Tiring,2858.0,S
23,Madhya Pradesh,23.0,392,Balaghat,457.0,3668,Tirodi,3668.0,S
21,Odisha,21.0,355,Jagatsinghapur,380.0,2939,Tirtol,2939.0,S
33,Tamil Nadu,33.0,729,Kallakurichi,0.0,5732,Tirukkoyilur,5732.0,S
36,Telangana,0.0,514,Nalgonda,539.0,6306,Tirumalagiri Sagar,0.0,S
33,Tamil Nadu,33.0,634,Tiruppur,633.0,5968,Tiruppursouth,0.0,S
18,Assam,18.0,290,Jorhat,312.0,2080,Titabor,2080.0,S
33,Tamil Nadu,33.0,570,Cuddalore,617.0,5794,Tittakudi,5794.0,S
15,Mizoram,15.0,265,Lunglei,286.0,7358,Tlabung,0.0,S
13,Nagaland,13.0,757,Tseminyu,0.0,1843,Tseminyu,1843.0,S
13,Nagaland,13.0,765,Shamator,0.0,1826,Tsurungto,1826.0,S
14,Manipur,14.0,254,Churachandpur,274.0,1870,Tuibong,1870.0,S
20,Jharkhand,20.0,325,Dhanbad,354.0,2579,Tundi,2579.0,S
28,Andhra Pradesh,28.0,746,Kakinada,0.0,4890,Tuni,4890.0,S
10,Bihar,10.0,213,Purbi Champaran,204.0,1042,Turkaulia,1042.0,S
8,Rajasthan,8.0,91,Bharatpur,105.0,6923,Uchhain,0.0,S
8,Rajasthan,8.0,773,Neem Ka Thana,,492,Udaipurwati,492.0,S
21,Odisha,21.0,365,Mayurbhanj,376.0,2884,Udala,2884.0,S
18,Assam,18.0,282,Cachar,316.0,2098,Udarbond,2098.0,S
24,Gujarat,24.0,459,Surat,492.0,6522,Udhna,0.0,S
29,Karnataka,29.0,549,Udupi,569.0,5523,Udupi,5523.0,S
10,Bihar,10.0,193,Bhojpur,231.0,1426,Udwant Nagar,1426.0,S
23,Madhya Pradesh,23.0,435,Ujjain,435.0,3513,Ujjain,3513.0,S
17,Meghalaya,17.0,276,Ri Bhoi,297.0,1985,Umling,1985.0,S
9,Uttar Pradesh,9.0,660,Shamli,0.0,6159,Un,0.0,S
8,Rajasthan,8.0,116,Tonk,120.0,621,Uniara,621.0,S
33,Tamil Nadu,33.0,578,Madurai,623.0,5838,Usilampatti,5838.0,S
33,Tamil Nadu,33.0,577,Krishnagiri,631.0,5894,Uthangarai,5894.0,S
33,Tamil Nadu,33.0,589,Thiruvallur,602.0,5695,Uthukkottai,5695.0,S
9,Uttar Pradesh,9.0,127,Balrampur,182.0,927,Utraula,927.0,S
24,Gujarat,24.0,441,Banas Kantha,469.0,3738,Vadgam,3738.0,S
33,Tamil Nadu,33.0,578,Madurai,623.0,5837,Vadipatti,5837.0,S
24,Gujarat,24.0,451,Mahesana,471.0,3755,Vadnagar,3755.0,S
27,Maharashtra,27.0,495,Sindhudurg,529.0,4276,Vaibhavvadi,4276.0,S
32,Kerala,32.0,560,Kottayam,597.0,5669,Vaikom,5669.0,S
10,Bihar,10.0,224,Vaishali,220.0,1268,Vaishali,1268.0,S
24,Gujarat,24.0,443,Bhavnagar,481.0,3851,Vallabhipur,3851.0,S
8,Rajasthan,8.0,117,Udaipur,130.0,690,Vallabhnagar,690.0,S
24,Gujarat,24.0,462,Valsad,491.0,3927,Valsad,3927.0,S
33,Tamil Nadu,33.0,730,Chengalpattu,0.0,7058,Vandalur,0.0,S
28,Andhra Pradesh,28.0,745,Alluri Sitharama Raju,0.0,4733,Vararamachandrapuram,4733.0,S
28,Andhra Pradesh,28.0,515,Sri Potti Sriramulu Nellore,550.0,5155,Varikuntapadu,5155.0,S
32,Kerala,32.0,565,Thiruvananthapuram,601.0,5946,Varkala,0.0,S
24,Gujarat,24.0,441,Banas Kantha,469.0,3732,Vav,3732.0,S
28,Andhra Pradesh,28.0,743,Parvathipuram Manyam,0.0,4769,Veeraghattam,4769.0,S
28,Andhra Pradesh,28.0,523,West Godavari,546.0,4983,Veeravasaram,4983.0,S
36,Telangana,0.0,683,Rajanna Sircilla,0.0,6220,Veernapalli,0.0,S
33,Tamil Nadu,33.0,568,Chennai,603.0,7171,Velachery,0.0,S
33,Tamil Nadu,33.0,595,Vellore,605.0,5717,Vellore,5717.0,S
33,Tamil Nadu,33.0,593,Tiruvannamalai,606.0,6624,Vembakkam,0.0,S
36,Telangana,0.0,509,Khammam,541.0,4768,Vemsoor,4768.0,S
36,Telangana,0.0,514,Nalgonda,539.0,4644,Vemulapally,4644.0,S
28,Andhra Pradesh,28.0,515,Sri Potti Sriramulu Nellore,550.0,5182,Venkatachalam,5182.0,S
33,Tamil Nadu,33.0,581,Perambalur,615.0,5974,Veppanthattai,0.0,S
28,Andhra Pradesh,28.0,750,Bapatla,0.0,5124,Vetapalem,5124.0,S
28,Andhra Pradesh,28.0,502,Ananthapuramu,553.0,5308,Vidapanakal,5308.0,S
8,Rajasthan,8.0,776,Anupgarh,,464,Vijainagar,464.0,S
1,Jammu And Kashmir,1.0,624,Samba,22.0,6722,Vijaypur,0.0,U
33,Tamil Nadu,33.0,594,Thoothukkudi,627.0,5864,Vilathikulam,5864.0,S
24,Gujarat,24.0,438,Ahmedabad,474.0,3779,Viramgam,3779.0,S
33,Tamil Nadu,33.0,570,Cuddalore,617.0,5793,Virudhachalam,5793.0,S
28,Andhra Pradesh,28.0,520,Visakhapatnam,544.0,4866,Visakhapatnam (Rural),4866.0,S
24,Gujarat,24.0,448,Junagadh,479.0,3829,Visavadar,3829.0,S
28,Andhra Pradesh,28.0,504,Y.S.R.,551.0,5228,Vontimitta,5228.0,S
36,Telangana,0.0,508,Karimnagar,534.0,4445,V.Saidapur,4445.0,S
27,Maharashtra,27.0,665,Palghar,0.0,4162,Wada,4162.0,S
