state_code,state_name_english,state_census2011_code,district_code,district_name_english,district_census2011_code,subdistrict_code,subdistrict_name_english,subdistrict_census2011_code,state_or_ut
5,Uttarakhand,5.0,52,Pauri Garhwal,61.0,306,Srinagar,306.0,S
1,Jammu And Kashmir,1.0,13,Srinagar,10.0,43,Srinagar (North),43.0,U
33,Tamil Nadu,33.0,591,Tiruchirappalli,614.0,5778,Srirangam,5778.0,S
24,Gujarat,24.0,444,Dangs,489.0,6024,Subir,0.0,S
27,Maharashtra,27.0,491,Raigad,520.0,4180,Sudhagad,4180.0,S
22,Chhattisgarh,22.0,644,Balodabazar-Bhatapara,0.0,7249,Suhela,0.0,S
28,Andhra Pradesh,28.0,752,Tirupati,0.0,5197,Sullurpeta,5197.0,S
9,Uttar Pradesh,9.0,185,Sultanpur,179.0,915,Sultanpur,915.0,S
29,Karnataka,29.0,534,Dakshina Kannada,575.0,5565,Sulya,5565.0,S
8,Rajasthan,8.0,103,Jaisalmer,114.0,7143,Sum,0.0,S
8,Rajasthan,8.0,111,Pali,118.0,604,Sumerpur,604.0,S
21,Odisha,21.0,363,Koraput,398.0,3216,Sunabeda,3216.0,S
21,Odisha,21.0,373,Sundargarh,374.0,2809,Sundargarh,2809.0,S
20,Jharkhand,20.0,330,Godda,351.0,2563,Sundarpahari,2563.0,S
2,Himachal Pradesh,2.0,23,Shimla,33.0,180,Sunni,180.0,S
27,Maharashtra,27.0,487,Nashik,516.0,4142,Surgana,4142.0,S
19,West Bengal,19.0,307,Birbhum,334.0,2260,Suri - II,2260.0,S
13,Nagaland,13.0,251,Zunheboto,263.0,1769,Suruhuto,1769.0,S
36,Telangana,0.0,696,Suryapet,0.0,4638,Suryapet,4638.0,S
19,West Bengal,19.0,317,Purba Medinipur,345.0,2482,Sutahata,2482.0,S
23,Madhya Pradesh,23.0,423,Ratlam,434.0,3503,Tal,3503.0,S
8,Rajasthan,8.0,94,Bundi,121.0,6033,Talera,0.0,S
12,Arunachal Pradesh,12.0,677,Kra Daadi,0.0,1716,Tali Adc,1716.0,S
28,Andhra Pradesh,28.0,505,East Godavari,545.0,4950,Tallapudi,4950.0,S
28,Andhra Pradesh,28.0,746,Kakinada,0.0,4930,Tallarevu,4930.0,S
21,Odisha,21.0,362,Khordha,386.0,3048,Tamando,3048.0,S
33,Tamil Nadu,33.0,730,Chengalpattu,0.0,5703,Tambaram,5703.0,S
9,Uttar Pradesh,9.0,160,Kushinagar,189.0,958,Tamkuhi Raj,958.0,S
36,Telangana,0.0,501,Adilabad,532.0,4305,Tamsi,4305.0,S
18,Assam,18.0,756,Tamulpur,0.0,2144,Tamulpur,2144.0,S
9,Uttar Pradesh,9.0,176,Rampur,136.0,724,Tanda,724.0,S
36,Telangana,0.0,698,Vikarabad,0.0,4534,Tandur,4534.0,S
20,Jharkhand,20.0,323,Chatra,347.0,2525,Tandwa,2525.0,S
21,Odisha,21.0,350,Cuttack,381.0,2955,Tangi,2955.0,S
21,Odisha,21.0,362,Khordha,386.0,3052,Tangi,3052.0,S
20,Jharkhand,20.0,343,West Singhbhum,368.0,2740,Tantnagar,2740.0,S
2,Himachal Pradesh,2.0,19,Kinnaur,34.0,6941,Tapri,0.0,S
24,Gujarat,24.0,440,Anand,482.0,3861,Tarapur,3861.0,S
19,West Bengal,19.0,320,Nadia,336.0,2301,Tehatta - I,2301.0,S
19,West Bengal,19.0,320,Nadia,336.0,2302,Tehatta - II,2302.0,S
28,Andhra Pradesh,28.0,519,Srikakulam,542.0,4789,Tekkali,4789.0,S
36,Telangana,0.0,513,Medak,535.0,4469,Tekmal,4469.0,S
28,Andhra Pradesh,28.0,506,Guntur,548.0,5078,Tenali,5078.0,S
18,Assam,18.0,301,Sonitpur,306.0,2043,Tezpur,2043.0,S
12,Arunachal Pradesh,12.0,234,Lohit,259.0,1729,Tezu Hq,1729.0,S
2,Himachal Pradesh,2.0,22,Mandi,27.0,7184,Thachi,0.0,S
10,Bihar,10.0,211,Pashchim Champaran,203.0,1023,Thakrahan,1023.0,S
21,Odisha,21.0,365,Mayurbhanj,376.0,2871,Thakurmunda,2871.0,S
19,West Bengal,19.0,304,South 24 Parganas,343.0,2412,Thakurpukur Mahestola,2412.0,S
8,Rajasthan,8.0,87,Alwar,104.0,501,Thanagazi,501.0,S
22,Chhattisgarh,22.0,650,Bemetara,0.0,3314,Thankhamariya,3314.0,S
24,Gujarat,24.0,441,Banas Kantha,469.0,3733,Tharad,3733.0,S
36,Telangana,0.0,689,Jangoan,0.0,6257,Tharigoppula,0.0,S
28,Andhra Pradesh,28.0,503,Chittoor,554.0,5418,Thavanampalle,5418.0,S
28,Andhra Pradesh,28.0,521,Vizianagaram,543.0,4821,Therlam,4821.0,S
20,Jharkhand,20.0,342,Simdega,367.0,2723,Thethaitangar,2723.0,S
23,Madhya Pradesh,23.0,393,Barwani,441.0,3556,Thikri,3556.0,S
36,Telangana,0.0,508,Karimnagar,534.0,4438,Thimmapur LMD,4438.0,S
33,Tamil Nadu,33.0,586,Thanjavur,620.0,5813,Thiruvaiyaru,5813.0,S
33,Tamil Nadu,33.0,589,Thiruvallur,602.0,5698,Thiruvallur,5698.0,S
32,Kerala,32.0,565,Thiruvananthapuram,601.0,5691,Thiruvananthapuram,5691.0,S
36,Telangana,0.0,692,Siddipet,0.0,4463,Thoguta,4463.0,S
28,Andhra Pradesh,28.0,504,Y.S.R.,551.0,5221,Thondur,5221.0,S
28,Andhra Pradesh,28.0,510,Krishna,547.0,5025,Thotlavalluru,5025.0,S
14,Manipur,14.0,259,Thoubal,276.0,1877,Thoubal,1877.0,S
32,Kerala,32.0,566,Thrissur,594.0,5654,Thrissur,5654.0,S
36,Telangana,0.0,696,Suryapet,0.0,4620,Thungaturthy,4620.0,S
2,Himachal Pradesh,2.0,18,Kangra,24.0,108,Thural,108.0,S
21,Odisha,21.0,348,Bhadrak,378.0,2917,Tihidi,2917.0,S
10,Bihar,10.0,196,Gaya,236.0,1488,Tikari,1488.0,S
12,Arunachal Pradesh,12.0,229,Changlang,253.0,6581,Tikhak Rima Putok Circle,0.0,S
22,Chhattisgarh,22.0,387,Raipur,410.0,3334,Tilda,3334.0,S
27,Maharashtra,27.0,468,Amravati,503.0,4008,Tiosa,4008.0,S
15,Mizoram,15.0,267,Siaha,288.0,1920,Tipa,1920.0,S
14,Manipur,14.0,715,Pherzawl,0.0,1868,Tipaimukh,1868.0,S
33,Tamil Nadu,33.0,594,Thoothukkudi,627.0,5868,Tiruchendur,5868.0,S
33,Tamil Nadu,33.0,591,Tiruchirappalli,614.0,6620,Tiruchirappalli East,0.0,S
33,Tamil Nadu,33.0,730,Chengalpattu,0.0,5958,Tiruporur,0.0,S
32,Kerala,32.0,562,Malappuram,592.0,5644,Tirur,5644.0,S
33,Tamil Nadu,33.0,568,Chennai,603.0,5982,Tiruvottiyur,0.0,S
9,Uttar Pradesh,9.0,155,Kannauj,160.0,835,Tirwa,835.0,S
36,Telangana,0.0,699,Kumuram Bheem Asifabad,0.0,4333,Tiryani,4333.0,S
20,Jharkhand,20.0,329,Giridih,349.0,2533,Tisri,2533.0,S
21,Odisha,21.0,345,Balangir,393.0,3152,Titlagarh,3152.0,S
13,Nagaland,13.0,247,Mon,261.0,1756,Tobu,1756.0,S
8,Rajasthan,8.0,116,Tonk,120.0,618,Tonk,618.0,S
12,Arunachal Pradesh,12.0,237,Papum Pare,248.0,1600,Toru Circle,1600.0,S
6,Haryana,6.0,59,Bhiwani,81.0,399,Tosham,399.0,S
1,Jammu And Kashmir,1.0,8,Kupwara,1.0,6784,Trehgam,0.0,U
32,Kerala,32.0,563,Palakkad,593.0,7176,Tribal Taluk Office Attappadi,0.0,S
28,Andhra Pradesh,28.0,753,Annamayya,0.0,5238,T.Sundupalle,5238.0,S
1,Jammu And Kashmir,1.0,623,Bandipora,9.0,6812,Tulail,0.0,U
13,Nagaland,13.0,246,Mokokchung,262.0,1760,Tuli,1760.0,S
27,Maharashtra,27.0,488,Dharashiv,525.0,4241,Tuljapur,4241.0,S
22,Chhattisgarh,22.0,644,Balodabazar-Bhatapara,0.0,7295,Tundara,0.0,S
24,Gujarat,24.0,641,Tapi,493.0,3943,Uchchhal,3943.0,S
22,Chhattisgarh,22.0,389,Surguja,401.0,3249,Udaypur,3249.0,S
18,Assam,18.0,706,Majuli,0.0,7114,Ujani Majuli Circle,0.0,S
10,Bihar,10.0,217,Samastipur,221.0,1298,Ujiarpur,1298.0,S
5,Uttarakhand,5.0,54,Rudra Prayag,58.0,290,Ukhimath,290.0,S
29,Karnataka,29.0,534,Dakshina Kannada,575.0,7197,Ullala,0.0,S
19,West Bengal,19.0,313,Howrah,341.0,2406,Uluberia - II,2406.0,S
33,Tamil Nadu,33.0,729,Kallakurichi,0.0,5735,Ulundurpettai,5735.0,S
24,Gujarat,24.0,459,Surat,492.0,3934,Umarpada,3934.0,S
24,Gujarat,24.0,451,Mahesana,471.0,3753,Unjha,3753.0,S
20,Jharkhand,20.0,338,Palamu,358.0,2623,Untari Road,2623.0,S
36,Telangana,0.0,694,Nagarkurnool,0.0,4580,Uppununthala,4580.0,S
22,Chhattisgarh,22.0,636,Bijapur,417.0,3377,Usur,3377.0,S
33,Tamil Nadu,33.0,634,Tiruppur,633.0,6616,Uthukuli,0.0,S
36,Telangana,0.0,721,Narayanpet,0.0,4571,Utkoor,4571.0,S
21,Odisha,21.0,362,Khordha,386.0,3046,Uttara P.S,3046.0,S
24,Gujarat,24.0,458,Sabar Kantha,472.0,3762,Vadali,3762.0,S
28,Andhra Pradesh,28.0,752,Tirupati,0.0,5399,Vadamalapet,5399.0,S
24,Gujarat,24.0,461,Vadodara,486.0,3899,Vaghodia,3899.0,S
27,Maharashtra,27.0,469,Chhatrapati Sambhajinagar,515.0,4139,Vaijapur,4139.0,S
33,Tamil Nadu,33.0,732,Tirupathur,0.0,5718,Vaniyambadi,5718.0,S
9,Uttar Pradesh,9.0,187,Varanasi,197.0,996,Varanasi Sadar,996.0,S
36,Telangana,0.0,516,Nizamabad,533.0,4376,Varni,4376.0,S
28,Andhra Pradesh,28.0,506,Guntur,548.0,5080,Vatticherukuru,5080.0,S
33,Tamil Nadu,33.0,584,Salem,608.0,5742,Vazhapadi,5742.0,S
33,Tamil Nadu,33.0,733,Tenkasi,0.0,5872,Veerakeralamputhur,5872.0,S
28,Andhra Pradesh,28.0,749,Ntr,0.0,4994,Veerullapadu,4994.0,S
24,Gujarat,24.0,438,Ahmedabad,474.0,6514,Vejalpur,0.0,S
28,Andhra Pradesh,28.0,748,Eluru,0.0,4734,Velairpadu,4734.0,S
36,Telangana,0.0,694,Nagarkurnool,0.0,4565,Veldanda,4565.0,S
28,Andhra Pradesh,28.0,755,Nandyal,0.0,5282,Velugodu,5282.0,S
28,Andhra Pradesh,28.0,750,Bapatla,0.0,5087,Vemuru,5087.0,S
28,Andhra Pradesh,28.0,503,Chittoor,554.0,5424,Venkatagirikota,5424.0,S
28,Andhra Pradesh,28.0,749,Ntr,0.0,5011,Vijayawada (Rural),5011.0,S
23,Madhya Pradesh,23.0,431,Sheopur,418.0,3380,Vijaypur,3380.0,S
5,Uttarakhand,5.0,49,Dehradun,60.0,303,Vikas Nagar,303.0,S
33,Tamil Nadu,33.0,575,Kanniyakumari,629.0,5881,Vilavancode,5881.0,S
34,Puducherry,34.0,600,Puducherry,635.0,5911,Villianur,5911.0,U
33,Tamil Nadu,33.0,597,Virudhunagar,625.0,5850,Virudhunagar,5850.0,S
19,West Bengal,19.0,305,Bankura,339.0,2369,Vishnupur,2369.0,S
7,Delhi,7.0,671,Shahdara,0.0,440,Vivek Vihar,440.0,U
28,Andhra Pradesh,28.0,510,Krishna,547.0,5027,Vuyyuru,5027.0,S
24,Gujarat,24.0,641,Tapi,493.0,3945,Vyara,3945.0,S
22,Chhattisgarh,22.0,649,Balrampur-Ramanujganj,0.0,3238,Wadrafnagar,3238.0,S
27,Maharashtra,27.0,470,Beed,523.0,4220,Wadwani,4220.0,S
14,Manipur,14.0,711,Kakching,0.0,6486,Waikhong,0.0,S
12,Arunachal Pradesh,12.0,628,Anjaw,260.0,1742,Walong Circle,1742.0,S
24,Gujarat,24.0,673,Morbi,0.0,3801,Wankaner,3801.0,S
23,Madhya Pradesh,23.0,392,Balaghat,457.0,3669,Waraseoni,3669.0,S
10,Bihar,10.0,210,Nawada,237.0,1513,Warisaliganj,1513.0,S
10,Bihar,10.0,217,Samastipur,221.0,1285,Warisnagar,1285.0,S
27,Maharashtra,27.0,473,Chandrapur,509.0,4064,Warora,4064.0,S
1,Jammu And Kashmir,1.0,620,Kishtwar,18.0,6766,Warwan,0.0,U
27,Maharashtra,27.0,499,Washim,502.0,3999,Washim,3999.0,S
7,Delhi,7.0,81,North East,92.0,6082,Yamuna Vihar,0.0,U
11,Sikkim,11.0,227,Namchi,243.0,6400,Yangang,0.0,S
29,Karnataka,29.0,527,Belagavi,555.0,7195,Yaragatti,0.0,S
1,Jammu And Kashmir,1.0,622,Kulgam,15.0,6781,Yaripora,0.0,U
12,Arunachal Pradesh,12.0,229,Changlang,253.0,6579,Yatdam Circle,0.0,S
12,Arunachal Pradesh,12.0,236,Lower Subansiri,255.0,1698,Yazali Circle,1698.0,S
29,Karnataka,29.0,531,Chamarajanagara,578.0,5578,Yelandur,5578.0,S
28,Andhra Pradesh,28.0,752,Tirupati,0.0,5377,Yerpedu,5377.0,S
28,Andhra Pradesh,28.0,504,Y.S.R.,551.0,5223,Yerraguntla,5223.0,S
15,Mizoram,15.0,266,Mamit,281.0,1896,Zawlnuam,1896.0,S
21,Odisha,21.0,360,Kendrapara,379.0,2925,Aali,2925.0,S
8,Rajasthan,8.0,772,Phalodi,,7146,Aau,0.0,S
27,Maharashtra,27.0,468,Amravati,503.0,4004,Achalpur,4004.0,S
36,Telangana,0.0,512,Mahabubnagar,538.0,4586,Addakal,4586.0,S
28,Andhra Pradesh,28.0,745,Alluri Sitharama Raju,0.0,4887,Addateegala,4887.0,S
10,Bihar,10.0,200,Kaimur (Bhabua),233.0,1456,Adhaura,1456.0,S
36,Telangana,0.0,501,Adilabad,532.0,4306,Adilabad Urban,4306.0,S
28,Andhra Pradesh,28.0,754,Sri Sathya Sai,0.0,5354,Agali,5354.0,S
33,Tamil Nadu,33.0,575,Kanniyakumari,629.0,5884,Agastheeswaram,5884.0,S
13,Nagaland,13.0,251,Zunheboto,263.0,1771,Aghunato,1771.0,S
8,Rajasthan,8.0,104,Jalore,116.0,586,Ahore,586.0,S
15,Mizoram,15.0,261,Aizawl,283.0,1904,Aibawk,1904.0,S
1,Jammu And Kashmir,1.0,623,Bandipora,9.0,6810,Ajas,0.0,U
23,Madhya Pradesh,23.0,420,Panna,426.0,3435,Ajaygarh,3435.0,S
3,Punjab,3.0,27,Amritsar,49.0,255,Ajnala,255.0,S
9,Uttar Pradesh,9.0,156,Kanpur Dehat,163.0,845,Akbarpur,845.0,S
10,Bihar,10.0,210,Nawada,237.0,1519,Akbarpur,1519.0,S
8,Rajasthan,8.0,105,Jhalawar,129.0,680,Aklera,680.0,S
9,Uttar Pradesh,9.0,138,Etah,201.0,1007,Aliganj,1007.0,S
8,Rajasthan,8.0,116,Tonk,120.0,7371,Aligarh,0.0,S
19,West Bengal,19.0,664,Alipurduar,0.0,2174,Alipurduar - II,2174.0,S
29,Karnataka,29.0,536,Dharwad,562.0,7081,Alnavar,0.0,S
28,Andhra Pradesh,28.0,754,Sri Sathya Sai,0.0,5361,Amadagur,5361.0,S
28,Andhra Pradesh,28.0,747,Dr. B.R. Ambedkar Konaseema,0.0,4941,Amalapuram,4941.0,S
36,Telangana,0.0,693,Wanaparthy,0.0,6290,Amarchintha,0.0,S
23,Madhya Pradesh,23.0,399,Chhindwara,455.0,3648,Amarwara,3648.0,S
10,Bihar,10.0,196,Gaya,236.0,1499,Amas,1499.0,S
6,Haryana,6.0,58,Ambala,70.0,359,Ambala,359.0,S
32,Kerala,32.0,554,Alappuzha,598.0,5674,Ambalappuzha,5674.0,S
9,Uttar Pradesh,9.0,640,Amethi,0.0,914,Amethi,914.0,S
31,Lakshadweep,31.0,553,Lakshadweep District,587.0,5620,Amini,5620.0,U
24,Gujarat,24.0,441,Banas Kantha,469.0,3736,Amirgadh,3736.0,S
22,Chhattisgarh,22.0,645,Gariyaband,0.0,7307,Amlipadar,0.0,S
24,Gujarat,24.0,439,Amreli,480.0,3843,Amreli,3843.0,S
20,Jharkhand,20.0,343,West Singhbhum,368.0,2734,Anandpur,2734.0,S
8,Rajasthan,8.0,88,Banswara,125.0,6061,Anandpuri,0.0,S
28,Andhra Pradesh,28.0,502,Ananthapuramu,553.0,5330,Anantapur,5330.0,S
36,Telangana,0.0,696,Suryapet,0.0,6302,Ananthagiri,0.0,S
28,Andhra Pradesh,28.0,515,Sri Potti Sriramulu Nellore,550.0,5173,Ananthasagaram,5173.0,S
10,Bihar,10.0,222,Siwan,218.0,1243,Andar,1243.0,S
33,Tamil Nadu,33.0,588,Theni,624.0,5846,Andipatti,5846.0,S
29,Karnataka,29.0,525,Bengaluru Urban,572.0,5545,Anekal,5545.0,S
12,Arunachal Pradesh,12.0,230,Dibang Valley,257.0,1720,Anelih,1720.0,S
23,Madhya Pradesh,23.0,393,Barwani,441.0,3557,Anjad,3557.0,S
24,Gujarat,24.0,449,Kachchh,468.0,3725,Anjar,3725.0,S
33,Tamil Nadu,33.0,573,Erode,610.0,5969,Anthiyur,0.0,S
23,Madhya Pradesh,23.0,390,Anuppur,461.0,3694,Anuppur,3694.0,S
13,Nagaland,13.0,244,Dimapur,265.0,1793,Aquqhnaqua,1793.0,S
29,Karnataka,29.0,546,Raichur,559.0,7403,Arakera,0.0,S
33,Tamil Nadu,33.0,731,Ranipet,0.0,5715,Arakonam,5715.0,S
33,Tamil Nadu,33.0,582,Pudukkottai,621.0,5826,Aranthangi,5826.0,S
28,Andhra Pradesh,28.0,517,Prakasam,549.0,5116,Ardhaveedu,5116.0,S
33,Tamil Nadu,33.0,610,Ariyalur,616.0,5787,Ariyalur,5787.0,S
22,Chhattisgarh,22.0,646,Balod,0.0,7253,Arjunda,0.0,S
27,Maharashtra,27.0,475,Gadchiroli,508.0,4053,Armori,4053.0,S
33,Tamil Nadu,33.0,597,Virudhunagar,625.0,5853,Aruppukkottai,5853.0,S
10,Bihar,10.0,611,Arwal,240.0,1542,Arwal,1542.0,S
36,Telangana,0.0,507,Hyderabad,536.0,4506,Asif Nagar,4506.0,S
21,Odisha,21.0,354,Ganjam,388.0,3078,Asika,3078.0,S
8,Rajasthan,8.0,92,Bhilwara,122.0,627,Asind,627.0,S
36,Telangana,0.0,690,Bhadradri Kothagudem,0.0,4749,Aswaraopeta,4749.0,S
10,Bihar,10.0,212,Patna,230.0,1415,Athmalgola,1415.0,S
28,Andhra Pradesh,28.0,749,Ntr,0.0,4998,Atlapragada Konduru,4998.0,S
28,Andhra Pradesh,28.0,515,Sri Potti Sriramulu Nellore,550.0,5164,Atmakur,5164.0,S
36,Telangana,0.0,696,Suryapet,0.0,4622,Atmakur (S),4622.0,S
27,Maharashtra,27.0,493,Sangli,531.0,4300,Atpadi,4300.0,S
29,Karnataka,29.0,529,Bidar,558.0,5456,Aurad,5456.0,S
10,Bihar,10.0,201,Katihar,212.0,1148,Azamnagar,1148.0,S
18,Assam,18.0,618,Kamrup Metro,322.0,2127,Azara,2127.0,S
6,Haryana,6.0,68,Kurukshetra,72.0,6454,Babain St,0.0,S
10,Bihar,10.0,191,Begusarai,222.0,1310,Bachhwara,1310.0,S
21,Odisha,21.0,356,Jajapur,382.0,2982,Badachana,2982.0,S
21,Odisha,21.0,350,Cuttack,381.0,2946,Badamba,2946.0,S
29,Karnataka,29.0,524,Bagalkote,556.0,5446,Badami,5446.0,S
21,Odisha,21.0,365,Mayurbhanj,376.0,2866,Badampahar,2866.0,S
28,Andhra Pradesh,28.0,521,Vizianagaram,543.0,4820,Badangi,4820.0,S
23,Madhya Pradesh,23.0,432,Shivpuri,423.0,3412,Badarwas,3412.0,S
23,Madhya Pradesh,23.0,431,Sheopur,418.0,3383,Badoda,3383.0,S
2,Himachal Pradesh,2.0,22,Mandi,27.0,186,Bagachnogi,186.0,S
17,Meghalaya,17.0,277,South Garo Hills,295.0,1977,Baghmara,1977.0,S
20,Jharkhand,20.0,325,Dhanbad,354.0,2582,Baghmara-Cum-Katras,2582.0,S
9,Uttar Pradesh,9.0,124,Baghpat,139.0,736,Baghpat,736.0,S
23,Madhya Pradesh,23.0,402,Dewas,437.0,3529,Bagli,3529.0,S
12,Arunachal Pradesh,12.0,243,West Siang,250.0,6588,Bagra Circle,0.0,S
10,Bihar,10.0,203,Kishanganj,210.0,1125,Bahadurganj,1125.0,S
6,Haryana,6.0,64,Jhajjar,83.0,408,Bahadurgarh,408.0,S
23,Madhya Pradesh,23.0,433,Sidhi,462.0,6072,Bahari,0.0,S
9,Uttar Pradesh,9.0,130,Bareilly,150.0,784,Baheri,784.0,S
9,Uttar Pradesh,9.0,125,Bahraich,180.0,921,Bahraich,921.0,S
21,Odisha,21.0,350,Cuttack,381.0,2947,Baidyeswar,2947.0,S
10,Bihar,10.0,221,Sitamarhi,206.0,1063,Bairgania,1063.0,S
9,Uttar Pradesh,9.0,126,Ballia,193.0,980,Bairia,980.0,S
5,Uttarakhand,5.0,56,Udam Singh Nagar,67.0,348,Bajpur,348.0,S
19,West Bengal,19.0,312,Hooghly,338.0,2345,Balagarh,2345.0,S
36,Telangana,0.0,512,Mahabubnagar,538.0,4557,Balanagar,4557.0,S
36,Telangana,0.0,518,Ranga Reddy,537.0,6323,Balapur,0.0,S
2,Himachal Pradesh,2.0,22,Mandi,27.0,131,Baldwara,131.0,S
20,Jharkhand,20.0,325,Dhanbad,354.0,2586,Baliapur,2586.0,S
28,Andhra Pradesh,28.0,743,Parvathipuram Manyam,0.0,4815,Balijipeta,4815.0,S
27,Maharashtra,27.0,473,Chandrapur,509.0,4074,Ballarpur,4074.0,S
22,Chhattisgarh,22.0,646,Balod,0.0,3321,Balod,3321.0,S
9,Uttar Pradesh,9.0,127,Balrampur,182.0,925,Balrampur,925.0,S
6,Haryana,6.0,63,Hisar,80.0,6442,Balsamand St,0.0,S
20,Jharkhand,20.0,335,Latehar,359.0,2640,Balumath,2640.0,S
19,West Bengal,19.0,310,Dakshin Dinajpur,331.0,2204,Balurghat,2204.0,S
21,Odisha,21.0,361,Kendujhar,375.0,2838,Bamebari,2838.0,S
22,Chhattisgarh,22.0,379,Janjgir-Champa,405.0,7265,Bamhnidih,0.0,S
23,Madhya Pradesh,23.0,417,Morena,419.0,7112,Bamor,0.0,S
21,Odisha,21.0,346,Baleshwar,377.0,2901,Bampada,2901.0,S
9,Uttar Pradesh,9.0,128,Banda,170.0,871,Banda,871.0,S
8,Rajasthan,8.0,780,Shahpura,,630,Banera,630.0,S
1,Jammu And Kashmir,1.0,621,Ramban,17.0,66,Banihal,66.0,U
10,Bihar,10.0,213,Purbi Champaran,204.0,1037,Bankatwa,1037.0,S
23,Madhya Pradesh,23.0,409,Narmadapuram,449.0,3619,Bankhedi,3619.0,S
10,Bihar,10.0,214,Purnia,211.0,1128,Banmankhi,1128.0,S
20,Jharkhand,20.0,342,Simdega,367.0,2727,Bano,2727.0,S
9,Uttar Pradesh,9.0,126,Ballia,193.0,979,Bansdih,979.0,S
9,Uttar Pradesh,9.0,148,Gorakhpur,188.0,952,Bansgaon,952.0,S
8,Rajasthan,8.0,782,Kotputli-Behror,,500,Bansur,500.0,S
8,Rajasthan,8.0,88,Banswara,125.0,652,Banswara,652.0,S
8,Rajasthan,8.0,778,Jodhpur (Gramin),,6047,Baori,0.0,S
28,Andhra Pradesh,28.0,750,Bapatla,0.0,5093,Bapatla,5093.0,S
19,West Bengal,19.0,321,Purulia,340.0,2394,Barabazar,2394.0,S
10,Bihar,10.0,204,Lakhisarai,227.0,1365,Barahiya,1365.0,S
18,Assam,18.0,616,Baksa,324.0,5935,Barama Pt,0.0,S
22,Chhattisgarh,22.0,763,Sarangarh-Bilaigarh,0.0,3271,Baramkela,3271.0,S
8,Rajasthan,8.0,89,Baran,128.0,672,Baran,672.0,S
19,West Bengal,19.0,303,North 24 Parganas,337.0,2325,Barasat - I,2325.0,S
1,Jammu And Kashmir,1.0,625,Shopian,13.0,6798,Barbugh,0.0,U
21,Odisha,21.0,347,Bargarh,370.0,2766,Bargarh Sadar,2766.0,S
10,Bihar,10.0,212,Patna,230.0,1417,Barh,1417.0,S
9,Uttar Pradesh,9.0,137,Deoria,190.0,961,Barhaj,961.0,S
10,Bihar,10.0,214,Purnia,211.0,1129,Barhara,1129.0,S
19,West Bengal,19.0,305,Bankura,339.0,2363,Barjora,2363.0,S
8,Rajasthan,8.0,90,Barmer,115.0,7131,Barmer Gramin,0.0,S
3,Punjab,3.0,605,Barnala,54.0,275,Barnala,275.0,S
22,Chhattisgarh,22.0,383,Korba,404.0,7233,Barpali,0.0,S
27,Maharashtra,27.0,496,Solapur,526.0,4246,Barshi,4246.0,S
27,Maharashtra,27.0,467,Akola,501.0,3994,Barshitakli,3994.0,S
23,Madhya Pradesh,23.0,414,Khargone (West Nimar),440.0,3545,Barwaha,3545.0,S
24,Gujarat,24.0,676,Botad,0.0,3786,Barwala,3786.0,S
10,Bihar,10.0,222,Siwan,218.0,1234,Basantpur,1234.0,S
12,Arunachal Pradesh,12.0,724,Leparada,0.0,1636,Basar Adc,1636.0,S
20,Jharkhand,20.0,330,Godda,351.0,2560,Bashant Rai*,2560.0,S
36,Telangana,0.0,698,Vikarabad,0.0,4535,Basheerabad,4535.0,S
19,West Bengal,19.0,303,North 24 Parganas,337.0,2330,Basirhat - II,2330.0,S
18,Assam,18.0,616,Baksa,324.0,2143,Baska,2143.0,S
6,Haryana,6.0,63,Hisar,80.0,6408,Bass,0.0,S
8,Rajasthan,8.0,783,Jaipur (Gramin),,549,Bassi,549.0,S
3,Punjab,3.0,30,Fatehgarh Sahib,40.0,220,Bassi Pathana,220.0,S
22,Chhattisgarh,22.0,374,Bastar,414.0,3362,Bastanar,3362.0,S
5,Uttarakhand,5.0,54,Rudra Prayag,58.0,6334,Basukedar,0.0,S
8,Rajasthan,8.0,97,Dausa,109.0,533,Baswa,533.0,S
3,Punjab,3.0,32,Gurdaspur,35.0,203,Batala,203.0,S
21,Odisha,21.0,349,Boudh,391.0,3130,Baudh Sadar,3130.0,S
10,Bihar,10.0,190,Banka,225.0,1355,Bausi,1355.0,S
24,Gujarat,24.0,438,Ahmedabad,474.0,3784,Bavla,3784.0,S
36,Telangana,0.0,688,Mahabubabad,0.0,4742,Bayyaram,4742.0,S
23,Madhya Pradesh,23.0,431,Sheopur,418.0,3381,Beerpur,3381.0,S
1,Jammu And Kashmir,1.0,2,Budgam,2.0,5,Beerwah,5.0,U
23,Madhya Pradesh,23.0,421,Raisen,446.0,3592,Begamganj,3592.0,S
8,Rajasthan,8.0,97,Dausa,109.0,7134,Behrawanda,0.0,S
19,West Bengal,19.0,319,Murshidabad,333.0,2244,Beldanga - I,2244.0,S
22,Chhattisgarh,22.0,650,Bemetara,0.0,3312,Bemetara,3312.0,S
20,Jharkhand,20.0,339,Ranchi,364.0,2695,Bero,2695.0,S
28,Andhra Pradesh,28.0,517,Prakasam,549.0,5131,Bestavaripeta,5131.0,S
8,Rajasthan,8.0,95,Chittorgarh,126.0,662,Bhadesar,662.0,S
8,Rajasthan,8.0,104,Jalore,116.0,7217,Bhadrajun,0.0,S
27,Maharashtra,27.0,473,Chandrapur,509.0,4070,Bhadravati,4070.0,S
19,West Bengal,19.0,319,Murshidabad,333.0,2232,Bhagawangola - II,2232.0,S
12,Arunachal Pradesh,12.0,242,West Kameng,246.0,6561,Bhalukpong Eac,0.0,S
